filename,unique_id,Total,chromosome,ecDNA
NCIH2170_TOTAL_HER2_R1_G1_2404_31_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_31_Merge(RGB),372,63,309
NCIH2170_HIGH_HER2_R1_G0_2501_90_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_90,174,4,170
NCIH2170_TOTAL_HER2_R1_G1_2404_60_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_60_Merge(RGB),60,0,60
NCIH2170_LOW_HER2_R1_G2_24_10_5_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_5_Merge(RGB),195,6,189
NCIH2170_HIGH_HER2_R1_G2_24_10_32_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_32_Merge(RGB),489,10,479
NCIH2170_HIGH_HER2_R1_G1_2404_S2_130_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_130_Merge(RGB),369,4,365
NCIH2170_LOW_HER2_R1_G1_2404_59_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_59_Merge(RGB),236,5,231
NCIH2170_TOTAL_HER2_R1_G0_2501_83_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_83,288,0,288
NCIH2170_TOTAL_HER2_R1_G0_2501_99_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_99,186,3,183
NCIH2170_LOW_HER2_R1_G0_2501_3_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_3,91,2,89
NCIH2170_LOW_HER2_R1_G0_2501_112_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_112,83,5,78
NCIH2170_TOTAL_HER2_R1_G2_24_10_130_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_130_Merge(RGB),165,24,141
NCIH2170_HIGH_HER2_R1_G2_24_10_59_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_59_Merge(RGB),350,14,336
NCIH2170_LOW_HER2_R1_G0_2501_79_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_79,61,0,61
NCIH2170_HIGH_HER2_R1_G0_2501_117_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_117,137,0,137
NCIH2170_HIGH_HER2_R1_G0_2501_34_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_34,158,4,154
NCIH2170_LOW_HER2_R1_G2_24_10_53_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_53_Merge(RGB),68,12,56
NCIH2170_TOTAL_HER2_R1_G0_2501_22_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_22,174,5,169
NCIH2170_LOW_HER2_R1_G2_24_10_27_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_27_Merge(RGB),314,1,313
NCIH2170_LOW_HER2_R1_G0_2501_41_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_41,110,9,101
NCIH2170_HIGH_HER2_R1_G1_2404_S2_115_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_115_Merge(RGB),348,0,348
NCIH2170_HIGH_HER2_R1_G1_2404_S2_126_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_126_Merge(RGB),179,1,178
NCIH2170_TOTAL_HER2_R1_G0_2501_121_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_121,236,0,236
NCIH2170_HIGH_HER2_R1_G1_2404_S2_119_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_119_Merge(RGB),222,3,219
NCIH2170_HIGH_HER2_R1_G1_2404_S2_18_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_18_Merge(RGB),207,0,207
NCIH2170_LOW_HER2_R1_G2_24_10_16_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_16_Merge(RGB),100,1,99
NCIH2170_TOTAL_HER2_R1_G0_2501_125_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_125,158,0,158
NCIH2170_LOW_HER2_R1_G0_2501_31B_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_31B,90,4,86
NCIH2170_HIGH_HER2_R1_G0_2501_36_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_36,127,2,125
NCIH2170_TOTAL_HER2_R1_G2_24_10_90_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_90_Merge(RGB),371,0,371
NCIH2170_TOTAL_HER2_R1_G2_24_10_6_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_6_Merge(RGB),260,12,248
NCIH2170_LOW_HER2_R1_G0_2501_30_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_30,135,1,134
NCIH2170_HIGH_HER2_R1_G2_24_10_25_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_25_Merge(RGB),280,11,269
NCIH2170_TOTAL_HER2_R1_G2_24_10_53_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_53_Merge(RGB),335,0,335
NCIH2170_TOTAL_HER2_R1_G2_24_10_77_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_77_Merge(RGB),172,0,172
NCIH2170_LOW_HER2_R1_G2_24_10_11B_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_11B_Merge(RGB),195,17,178
NCIH2170_HIGH_HER2_R1_G2_24_10_18A_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_18A_Merge(RGB),137,0,137
NCIH2170_TOTAL_HER2_R1_G0_2501_93_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_93,171,0,171
NCIH2170_TOTAL_HER2_R1_G0_2501_38_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_38,191,2,189
NCIH2170_TOTAL_HER2_R1_G1_2404_102_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_102_Merge(RGB),235,7,228
NCIH2170_HIGH_HER2_R1_G0_2501_121_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_121,151,3,148
NCIH2170_TOTAL_HER2_R1_G2_24_10_112_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_112_Merge(RGB),205,3,202
NCIH2170_HIGH_HER2_R1_G0_2501_12_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_12,170,3,167
NCIH2170_LOW_HER2_R1_G2_24_10_36_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_36_Merge(RGB),163,14,149
NCIH2170_TOTAL_HER2_R1_G1_2404_37_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_37_Merge(RGB),224,25,199
NCIH2170_TOTAL_HER2_R1_G1_2404_32_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_32_Merge(RGB),67,0,67
NCIH2170_TOTAL_HER2_R1_G1_2404_19_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_19_Merge(RGB),169,7,162
NCIH2170_HIGH_HER2_R1_G0_2501_128_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_128,139,4,135
NCIH2170_HIGH_HER2_R1_G2_24_10_121_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_121_Merge(RGB),222,1,221
NCIH2170_HIGH_HER2_R1_G2_24_10_118_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_118_Merge(RGB),172,0,172
NCIH2170_HIGH_HER2_R1_G1_2404_S2_3_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_3_Merge(RGB),260,4,256
NCIH2170_HIGH_HER2_R1_G2_24_10_108A_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_108A_Merge(RGB),183,1,182
NCIH2170_TOTAL_HER2_R1_G0_2501_36_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_36,189,0,189
NCIH2170_HIGH_HER2_R1_G1_2404_S2_56_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_56_Merge(RGB),262,0,262
NCIH2170_TOTAL_HER2_R1_G0_2501_9_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_9,211,26,185
NCIH2170_TOTAL_HER2_R1_G2_24_10_101_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_101_Merge(RGB),242,0,242
NCIH2170_HIGH_HER2_R1_G1_2404_S2_54_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_54_Merge(RGB),124,7,117
NCIH2170_TOTAL_HER2_R1_G1_2404_8_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_8_Merge(RGB),41,1,40
NCIH2170_HIGH_HER2_R1_G0_2501_108_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_108,281,4,277
NCIH2170_TOTAL_HER2_R1_G2_24_10_45_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_45_Merge(RGB),70,5,65
NCIH2170_LOW_HER2_R1_G1_2404_50_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_50_Merge(RGB),154,3,151
NCIH2170_HIGH_HER2_R1_G1_2404_S2_110_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_110_Merge(RGB),142,35,107
NCIH2170_TOTAL_HER2_R1_G0_2501_124_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_124,119,4,115
NCIH2170_TOTAL_HER2_R1_G1_2404_97_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_97_Merge(RGB),490,7,483
NCIH2170_HIGH_HER2_R1_G1_2404_S2_69_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_69_Merge(RGB),125,8,117
NCIH2170_LOW_HER2_R1_G0_2501_76_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_76,86,4,82
NCIH2170_HIGH_HER2_R1_G0_2501_56_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_56,127,8,119
NCIH2170_TOTAL_HER2_R1_G2_24_10_28_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_28_Merge(RGB),405,22,383
NCIH2170_TOTAL_HER2_R1_G0_2501_88_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_88,185,23,162
NCIH2170_HIGH_HER2_R1_G2_24_10_11_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_11_Merge(RGB),255,24,231
NCIH2170_LOW_HER2_R1_G2_24_10_23_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_23_Merge(RGB),223,0,223
NCIH2170_HIGH_HER2_R1_G0_2501_15A_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_15A,236,3,233
NCIH2170_HIGH_HER2_R1_G2_24_10_122_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_122_Merge(RGB),299,2,297
NCIH2170_HIGH_HER2_R1_G0_2501_18_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_18,113,3,110
NCIH2170_HIGH_HER2_R1_G1_2404_S2_73_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_73_Merge(RGB),164,19,145
NCIH2170_TOTAL_HER2_R1_G0_2501_23_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_23,200,13,187
NCIH2170_HIGH_HER2_R1_G1_2404_S2_75_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_75_Merge(RGB),325,6,319
NCIH2170_TOTAL_HER2_R1_G1_2404_111_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_111_Merge(RGB),202,39,163
NCIH2170_HIGH_HER2_R1_G0_2501_87_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_87,144,9,135
NCIH2170_HIGH_HER2_R1_G1_2404_S2_32_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_32_Merge(RGB),395,33,362
NCIH2170_TOTAL_HER2_R1_G0_2501_87_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_87,167,1,166
NCIH2170_HIGH_HER2_R1_G1_2404_S2_4_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_4_Merge(RGB),197,4,193
NCIH2170_LOW_HER2_R1_G1_2404_60_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_60_Merge(RGB),247,18,229
NCIH2170_TOTAL_HER2_R1_G1_2404_83_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_83_Merge(RGB),405,18,387
NCIH2170_HIGH_HER2_R1_G1_2404_S2_8_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_8_Merge(RGB),113,5,108
NCIH2170_TOTAL_HER2_R1_G0_2501_2_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_2,63,0,63
NCIH2170_TOTAL_HER2_R1_G2_24_10_40_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_40_Merge(RGB),88,10,78
NCIH2170_HIGH_HER2_R1_G2_24_10_128_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_128_Merge(RGB),257,7,250
